,Artist,Classification,BeginDate,EndDate,Ethnicity,Museum,Gender,SmallMuseum,Nationality,Race,Decade
4555,Ivan Kožarić,Sculpture,1921.0,0.0,Unknown,Museum of Modern Art,Male,No,Croatian,Unknown,1920.0
4556,Ivan Kudriashov,Drawing,1896.0,1972.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1890.0
4557,Ivan LeLorraine Albright,Sculpture,1897.0,1983.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
4558,Ivan Leonidov,Periodical,1902.0,1959.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1900.0
4561,Ivan Picelj,Design,1924.0,2011.0,Unknown,Museum of Modern Art,Male,No,Croatian,Unknown,1920.0
4564,Ivan Shagin,Photograph,1904.0,1982.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1900.0
4565,Ivan Shalmin,Architecture,1959.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1950.0
4566,Ivan Tabaković,Drawing,1898.0,1977.0,Unknown,Museum of Modern Art,Male,No,Serbian,Unknown,1890.0
4567,Ivan Štraus,Architecture,1928.0,2018.0,Unknown,Museum of Modern Art,Male,No,Bosnian,Unknown,1920.0
4568,Ivana Keser,Print,1967.0,0.0,Unknown,Museum of Modern Art,Female,No,Croatian,Unknown,1960.0
4570,Ivo Pannaggi,Painting,1901.0,1981.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1900.0
4571,Ivor Abrahams,Illustrated Book,1935.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
4572,Iwan Baan,Architecture,1975.0,0.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1970.0
4573,Iwao Yamawaki,Photograph,1898.0,1987.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1890.0
4574,Iwata Nakayama,Photograph,1895.0,1949.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1890.0
4576,Izabella Gustowska,Print,1948.0,0.0,Unknown,Museum of Modern Art,Female,No,Polish,Unknown,1940.0
4577,Izhar Patkin,Installation,1955.0,0.0,Unknown,Museum of Modern Art,Male,No,Israeli,Unknown,1950.0
4578,Izika Gaon,Design,1938.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Israeli,Unknown,1930.0
4579,Izis,Photograph,1911.0,1980.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1910.0
4580,Iñaki Bonillas,Photograph,1981.0,0.0,Unknown,Museum of Modern Art,Male,No,Mexican,Unknown,1980.0
4581,J. A. Muenier,Print,1863.0,1942.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1860.0
4582,J. Abbott Miller,Print,1963.0,0.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,White,1960.0
4583,J. Allen St. John,Design,1872.0,1957.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1870.0
4584,J. Baseilhac,Print,1874.0,1903.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1870.0
4587,J. De Praetre,Design,1879.0,1947.0,Unknown,Museum of Modern Art,Unknown,No,German,Unknown,1870.0
4589,J. G. Besson,Print,1868.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1860.0
4590,J. Gurney,Photograph,1812.0,1886.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1810.0
4591,J. J. Beljon,Print,1922.0,2002.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1920.0
4592,J. J. Christian Lebeau,Design,1878.0,1945.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1870.0
4593,J. J. Pieter Oud,Design,1890.0,1963.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1890.0
4595,J. Jay Hirz,Photograph,1879.0,1963.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1870.0
4597,J. L. Steg,Print,1922.0,2001.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4599,J. P. Kayser Sohn,Design,1814.0,0.0,Unknown,Museum of Modern Art,Unknown,No,German,Unknown,1810.0
4600,J. Pascal Sébah,Photograph,1823.0,1886.0,Unknown,Museum of Modern Art,Male,No,Turkish,Unknown,1820.0
4603,J. Sluijters,Design,1881.0,1957.0,Unknown,Museum of Modern Art,Male,No,Dutch,White,1880.0
4605,J. Thomas Zetterstrom,Photograph,1945.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4606,J. Trevor Wood,Painting,1930.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
4609,J. Wély,Print,1873.0,1910.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1870.0
4610,J.B. Sturtevant,Photograph,1851.0,1910.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1850.0
4611,J.C.P. Skottowe/Times Wide World Photos,Photograph,1894.0,1979.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
4614,J.J.J. (Jean-Jacques-Joachim) Rigal,Illustrated Book,1926.0,1997.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1920.0
4616,J.P. Munro,Audio,1975.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1970.0
4617,Ja'Tovia Gary,Video,1984.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1980.0
4618,Jaap Berghuis,Print,1945.0,0.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1940.0
4619,Jaap Wagemaker,Sculpture,1906.0,1972.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1900.0
4621,Jacek Gaj,Print,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,Polish,Unknown,1930.0
4622,Jacek Neugebauer,Design,1934.0,0.0,Unknown,Museum of Modern Art,Male,No,Polish,Unknown,1930.0
4624,Jack Barth,Print,1949.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4625,Jack Beal,Print,1931.0,2013.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4627,Jack Bush,Print,1909.0,1977.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1900.0
4630,Jack Coughlin,Print,1932.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4631,Jack Delano,Photograph,1914.0,1997.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4633,Jack Goldstein,Painting,1945.0,2003.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1940.0
4636,Jack Knox,Illustrated Book,1936.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
4637,Jack Lenor Larsen,Design,1927.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4638,Jack Levine,Painting,1915.0,2010.0,Unknown,Art Institute of Chicago,Male,No,American,White,1910.0
4639,Jack Manning,Photograph,1920.0,2001.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4640,Jack Pierson,Illustrated Book,1960.0,0.0,Unknown,Denver Art Museum,Male,No,American,White,1960.0
4641,Jack Roth,Drawing,1927.0,2004.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4642,Jack Sal,Photograph,1954.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
4643,Jack Shadbolt,Print,1909.0,1998.0,Unknown,Museum of Modern Art,Unknown,No,Canadian,Unknown,1900.0
4644,Jack Smith,Drawing,1932.0,1989.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4645,Jack Sonenberg,Print,1925.0,2012.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4646,Jack Strange,Installation,1984.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1980.0
4647,Jack Taylor,Drawing,1897.0,1983.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
4648,Jack Tworkov,Painting,1900.0,1982.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
4649,Jack Welpott,Photograph,1923.0,2007.0,Unknown,Art Institute of Chicago,Male,No,American,White,1920.0
4650,Jack Whitten,Painting,1939.0,2018.0,Unknown,Dallas Museum of Art,Male,No,American,White,1930.0
4651,Jack Youngerman,Drawing,1926.0,2020.0,Unknown,Detroit Institute of Arts,Male,No,American,White,1920.0
4652,Jack Zajac,Sculpture,1929.0,0.0,Unknown,Nelson-Atkins Museum of Art,Male,No,American,White,1920.0
4653,Jacki Apple,Audio,1941.0,2022.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1940.0
4654,Jackie Ferrara,Drawing,1929.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1920.0
4655,Jackie Winsor,Sculpture,1941.0,0.0,Unknown,High Museum of Art,Female,No,American,White,1940.0
4656,Jackson Mac Low,Illustrated Book,1922.0,2004.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4657,Jackson Pollock,Painting,1912.0,1956.0,Unknown,Nelson-Atkins Museum of Art,Male,No,American,White,1910.0
4658,Jacob August Riis,Photograph,1849.0,1914.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1840.0
4659,Jacob Burck,Print,1907.0,1982.0,Unknown,Art Institute of Chicago,Male,No,American,White,1900.0
4660,Jacob El Hanani,Drawing,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,Israeli,Unknown,1940.0
4661,Jacob Epstein,Sculpture,1880.0,1959.0,Unknown,Dallas Museum of Art,Male,No,British,Unknown,1880.0
4662,Jacob Gayer,Photograph,1884.0,1969.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
4663,Jacob Jensen,Design,1926.0,2015.0,Unknown,San Francisco Museum of Modern Art,Male,No,Danish,White,1920.0
4664,Jacob Jongert,Design,1883.0,1942.0,Unknown,Museum of Fine Art Boston,Male,No,Dutch,White,1880.0
4665,Jacob Kainen,Print,1909.0,2001.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1900.0
4666,Jacob Landau,Print,1917.0,2001.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1910.0
4667,Jacob Lawrence,Print,1917.0,2000.0,Unknown,High Museum of Art,Male,No,American,Black,1910.0
4669,Jacobo Borges,Print,1931.0,0.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1930.0
4670,Jacolby Satterwhite,Video,1986.0,0.0,Unknown,Whitney Museum of American Art,Male,No,American,Unknown,1980.0
4671,Jacqueline Groag,Design,1903.0,1986.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1900.0
4672,Jacqueline Humphries,Painting,1960.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1960.0
4673,Jacqueline Lamba,Illustrated Book,1910.0,1993.0,Unknown,Museum of Modern Art,Female,No,French,Unknown,1910.0
4674,Jacqueline Livingston,Print,1943.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
4675,Jacqueline Poncelet,Design,1947.0,0.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1940.0
4676,Jacqueline S. Casey,Design,1927.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1920.0
4677,Jacques Charlier,Drawing,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1930.0
4678,Jacques Doucet,Illustrated Book,1924.0,1994.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1920.0
4679,Jacques Herzog,Architecture,1950.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1950.0
4680,Jacques Hérold,Print,1910.0,1991.0,Unknown,Museum of Modern Art,Male,No,Romanian,Unknown,1910.0
4681,Jacques Lacomblez,Illustrated Book,1934.0,0.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1930.0
4682,Jacques Lipchitz,Print,1891.0,1973.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
4683,Jacques Lowe,Photograph,1924.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4684,Jacques Mauny,Drawing,1893.0,1962.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1890.0
4685,Jacques Nathan-Garamond,Design,1910.0,2001.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1910.0
4686,Jacques Prévert,Print,1900.0,1977.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1900.0
4687,Jacques Sicard,Design,1865.0,1923.0,Unknown,"Metropolitan Museum of Art, New York, NY",Male,No,French,White,1860.0
4688,Jacques Villeglé,Print,1926.0,2022.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1920.0
4689,Jacques Villon,Painting,1875.0,1963.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1870.0
4690,Jacques Zimmerman,Illustrated Book,1929.0,0.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1920.0
4692,Jacques-Henri Lartigue,Photograph,1894.0,1986.0,Unknown,Denver Art Museum,Male,No,French,White,1890.0
4693,Jaime Davidovich,Drawing,1936.0,2016.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4695,Jake Berthot,Painting,1939.0,2014.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,White,1930.0
4696,Jake Tilson,Audio,1958.0,0.0,Unknown,Museum of Modern Art,Male,No,Unknown,Unknown,1950.0
4697,Jakob (Jack) Friedrich Bollschweiler,Print,1888.0,1938.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
4698,Jakob Kolding,Drawing,1971.0,0.0,Unknown,Museum of Modern Art,Male,No,Danish,Unknown,1970.0
4699,Jakob Steinhardt,Print,1887.0,1968.0,Unknown,Museum of Modern Art,Male,No,Israeli,Unknown,1880.0
4700,Jakob Tuggener,Photograph,1904.0,1988.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1900.0
4701,Jakob Wagner,Design,1963.0,0.0,Unknown,Museum of Modern Art,Male,No,Danish,Unknown,1960.0
4702,Jakub Szczęsny,Architecture,1973.0,0.0,Unknown,Museum of Modern Art,Male,No,Polish,Unknown,1970.0
4703,James (Arthur) Fallon,Photograph,1946.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4704,James A. Mullen,Photograph,1834.0,1924.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1830.0
4705,James A. Sebastian,Design,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4706,James Abbe,Photograph,1883.0,1973.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
4707,James Alexander Thomason,Photograph,1844.0,1927.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1840.0
4708,James Alinder,Photograph,1941.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4709,James Anderson,Photograph,1813.0,1877.0,Unknown,San Francisco Museum of Modern Art,Male,No,British,White,1810.0
4711,James Bartlett Rich,Photograph,1866.0,1942.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1860.0
4712,James Biederman,Drawing,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4713,James Bishop,Drawing,1927.0,2021.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4714,James Boynton,Print,1928.0,2010.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4715,James Brooks,Painting,1906.0,1992.0,Unknown,Yale University Art Gallery,Male,No,American,White,1900.0
4716,James Brown,Drawing,1951.0,2020.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
4717,James Bruce Grashow,Print,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4718,James Byrne,Video,1950.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
4720,James Casebere,Photograph,1953.0,0.0,Unknown,Nelson-Atkins Museum of Art,Male,No,American,White,1950.0
4721,James Castle,Drawing,1900.0,1977.0,Unknown,High Museum of Art,Male,No,American,White,1900.0
4722,James Craig Annan,Photograph,1864.0,1946.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1860.0
4723,James Dow,Photograph,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4724,James Dyson,Design,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
4725,James Edward Davis,Painting,1901.0,1974.0,Unknown,Museum of Modern Art,Male,No,American,White,1900.0
4726,James Ensor,Print,1860.0,1949.0,Unknown,Art Institute of Chicago,Male,No,Belgian,White,1860.0
4727,James Fitton,Design,1899.0,1982.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1890.0
4729,James Forsberg,Print,1919.0,1991.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4730,James Francis Gill,Painting,1934.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4731,James Gleeson,Design,1915.0,2008.0,Unknown,Museum of Modern Art,Male,No,Australian,Unknown,1910.0
4734,James H. Hare,Photograph,1856.0,1946.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1850.0
4735,James Hamilton,Design,1928.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4736,James Henderson Boyd,Print,1928.0,2002.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1920.0
4737,James Henry Daugherty,Painting,1889.0,1974.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
4738,James Hong,Multiple,1948.0,0.0,Unknown,Yale University Art Gallery,Male,No,American,Unknown,1940.0
4742,James Kearns,Drawing,1924.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4743,James Kelly,Print,1913.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4744,James Lee Byars,Drawing,1932.0,1997.0,Unknown,National Gallery of Art,Male,No,American,White,1930.0
4745,James Leon Williams,Photograph,1852.0,1920.0,Unknown,Detroit Institute of Arts,Male,No,American,Unknown,1850.0
4746,James Lesesne Wells,Print,1902.0,1993.0,Unknown,Rhode Island School of Design Museum,Male,No,American,Unknown,1900.0
4747,James Luna,Photograph,1950.0,2018.0,Hispanic,Denver Art Museum,Male,No,Native American,Unknown,1950.0
4748,James M. Goins,Photograph,1847.0,1920.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1840.0
4749,James Mannas,Photograph,1941.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4750,James McCaffry,Design,1954.0,2011.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
4751,James McGarrell,Painting,1930.0,2020.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4752,James McNeill Whistler,Print,1834.0,1903.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1830.0
4753,James Miho,Design,1933.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4754,James Montgomery Flagg,Design,1877.0,1960.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1870.0
4755,James Mudd,Photograph,1821.0,1906.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1820.0
4756,James Nares,Drawing,1953.0,0.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1950.0
4758,James Poppitz,Print,1957.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
4759,James Prestini,Design,1908.0,1993.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
4760,James Richards,Installation,1983.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1980.0
4761,James Riddle,Video,1933.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4762,James Risser,Print,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4763,James Robertson,Photograph,1813.0,1888.0,Unknown,Art Institute of Chicago,Male,No,British,Unknown,1810.0
4764,James Rosati,Sculpture,1912.0,1988.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4765,James Rosenquist,Painting,1933.0,2017.0,Unknown,Denver Art Museum,Male,No,American,White,1930.0
4766,James Seawright,Sculpture,1936.0,2022.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4767,James Sherwood,Photograph,1951.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
4768,James Siena,Print,1957.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
4769,James Sinclair (14th Earl of Caithness),Photograph,1821.0,1881.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1820.0
4770,James Stirling,Architecture,1926.0,1992.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1920.0
4771,James Strombotne,Print,1934.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4772,James Tenney,Audio,1934.0,2006.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4773,James Thrall Soby,Photograph,1906.0,1979.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
4774,James Thurber,Drawing,1894.0,1961.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
4775,James Turrell,Installation,1943.0,0.0,Unknown,Denver Art Museum,Male,No,American,Unknown,1940.0
4776,James Valentine,Photograph,1815.0,1880.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1810.0
4778,James Van Der Zee,Photograph,1886.0,1983.0,Unknown,Whitney Museum of American Art,Male,No,American,Black,1880.0
4779,James Van Dijk,Drawing,1930.0,2002.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4780,James Victore,Design,1962.0,0.0,Unknown,Denver Art Museum,Male,No,American,Unknown,1960.0
4781,James Wallace Black,Photograph,1825.0,1896.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1820.0
4782,James Welling,Photograph,1951.0,0.0,Other,Museum of Contemporary Art,Male,No,American,Unknown,1950.0
4783,James Wells Champney,Photograph,1843.0,1903.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1840.0
4784,James Wines,Architecture,1932.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4785,James Wyeth,Drawing,1946.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4787,Jamie Isenstein,Installation,1975.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
4788,Jamie Reid,Design,1947.0,2023.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
4789,Jan Bontjes van Beek,Design,1899.0,1969.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1890.0
4791,Jan Cox,Print,1919.0,1980.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1910.0
4792,Jan De Cock,Photograph,1976.0,0.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1970.0
4793,Jan Dibbets,Drawing,1941.0,0.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1940.0
4794,Jan Forsberg,Print,1932.0,2018.0,Unknown,Museum of Modern Art,Male,No,Swedish,Unknown,1930.0
4795,Jan Gelb,Print,1906.0,1978.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1900.0
4796,Jan Groover,Photograph,1943.0,2012.0,Unknown,Denver Art Museum,Female,No,American,White,1940.0
4797,Jan Groth,Drawing,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,Norwegian,Unknown,1930.0
4798,Jan Hashey,Drawing,1938.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1930.0
4799,Jan Henle,Photograph,1948.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4800,Jan J. Schoonhoven,Drawing,1914.0,1994.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1910.0
